,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Tip Count,Rating,Like Count
166,Downtown,40.69084402109806,-73.98346337431107,505f4949e4b081c354dbd562,Dining Room,40.692119,-73.986621,Bar,13,5.6,3
167,Downtown,40.69084402109806,-73.98346337431107,4a799b0ff964a52039e71fe3,Au Bon Pain,40.69372084551512,-73.98655950648032,Bakery,23,6.4,2
168,Downtown,40.69084402109806,-73.98346337431107,4b9d7908f964a5200caf36e3,Burger King,40.6920532,-73.9883598,Fast Food Restaurant,21,4.7,2
169,Boerum Hill,40.687241380657376,-73.98357724689187,49ba5f96f964a52060531fe3,Building on Bond,40.686501872722566,-73.98515046129243,American Restaurant,219,8.2,3
170,Boerum Hill,40.687241380657376,-73.98357724689187,5a7200d997461724ba963ae5,Next Level Burger,40.68620707868772,-73.97875159246931,Burger Joint,9,7.5,3
171,Boerum Hill,40.687241380657376,-73.98357724689187,50417842e4b00690ba49d83a,Hollow Nickel,40.68577926849693,-73.98187953276093,Bar,47,7.7,3
172,Boerum Hill,40.687241380657376,-73.98357724689187,530931a5498e4079544a5f13,French Louie,40.68805616208543,-73.98815885880983,French Restaurant,112,9.0,3
173,Boerum Hill,40.687241380657376,-73.98357724689187,52111ce111d2e6fde814bcf2,St. Gambrinus Beer Shoppe,40.68502864547226,-73.97987252574748,Bar,49,9.0,3
174,Prospect Lefferts Gardens,40.65842001746986,-73.95489867077721,58028f8cd67c0471adf82c7e,Salem's Hour,40.66064409489931,-73.95064813148792,Café,12,6.9,3
175,City Line,40.67856995727482,-73.86797598081344,52e9007011d2656b10d84297,Checkers,40.678593757843814,-73.86683598160744,Burger Joint,2,6.3,3
176,Prospect Park South,40.64700860318523,-73.96261316716055,52dea0a0498e9813e3da908e,Checkers,40.6496179,-73.9629977,Burger Joint,2,6.6,3
177,Georgetown,40.62384524478424,-73.91607483951331,59e7a81264c8e16a71f8febd,Five Guys,40.626714,-73.9170613,Burger Joint,0,7.4,1
178,Georgetown,40.62384524478424,-73.91607483951331,4bb8ca6298c7ef3b0f683102,Vikki's Restaurant,40.61957159423979,-73.91750662238279,Breakfast Spot,7,5.6,2
179,Spring Creek,40.657139276582775,-73.86998779106547,5511d363498e21440e7e95d5,Smashburger,40.65363479879013,-73.87155128730647,Burger Joint,13,8.2,2
180,Spring Creek,40.657139276582775,-73.86998779106547,53c40d73498ec6e4bf38e720,Applebee's Grill + Bar,40.65402971,-73.87383153,American Restaurant,21,6.4,3
181,East Williamsburg,40.70849241041552,-73.93885815269203,4d673f06ae912d4396048f09,The Anchored Inn,40.70924278935182,-73.93718161072704,Dive Bar,70,8.6,3
182,East Williamsburg,40.70849241041552,-73.93885815269203,506cbae0e4b09691a78181ab,Sweet Science,40.70648558841228,-73.94303739909941,Bar,82,7.8,1
183,East Williamsburg,40.70849241041552,-73.93885815269203,4f50044ae4b03fbe28b12990,Tradesman,40.70819190094133,-73.93995957206695,Bar,48,8.4,3
184,North Side,40.714822906532056,-73.95880857587589,588cf4548b0ebb5d015a5964,Juanchi's Burger,40.71294743722325,-73.95890770379296,Burger Joint,18,8.0,3
185,North Side,40.714822906532056,-73.95880857587589,49c3df11f964a52081561fe3,Walter Foods,40.713443517170575,-73.9585818114249,American Restaurant,249,9.1,3
186,North Side,40.714822906532056,-73.95880857587589,439308daf964a520712b1fe3,DuMont Burger,40.71361910775793,-73.96191390880837,Burger Joint,228,8.1,2
187,North Side,40.714822906532056,-73.95880857587589,4bd254bd77b29c743da18e82,The Commodore,40.71408593052304,-73.95581668684504,American Restaurant,325,8.7,2
188,North Side,40.714822906532056,-73.95880857587589,5b05c761e7a2370039b6f1ff,Shake Shack,40.717372574839686,-73.96049213342168,Burger Joint,2,8.6,3
189,North Side,40.714822906532056,-73.95880857587589,4554c3b0f964a520113d1fe3,Juliette,40.71690816554318,-73.95909652424538,French Restaurant,269,8.6,3
190,North Side,40.714822906532056,-73.95880857587589,55f86e40498ed2f3a2e9fb1a,Quinoa Kitchen,40.714087541690226,-73.96159171584075,Burger Joint,9,7.2,3
191,North Side,40.714822906532056,-73.95880857587589,3fd66200f964a52069eb1ee3,Sweetwater Restaurant,40.71836741592055,-73.95999990648477,Gastropub,124,8.7,3
192,North Side,40.714822906532056,-73.95880857587589,570139a9498e16178005c729,Emmy Squared,40.712166,-73.95570500000002,Pizza Place,164,9.3,3
193,North Side,40.714822906532056,-73.95880857587589,47de3aebf964a5203a4e1fe3,Rabbithole,40.71225821376743,-73.9627964322234,American Restaurant,216,8.9,3
194,North Side,40.714822906532056,-73.95880857587589,4d06ef317d9ba35d4ad37223,Juniper,40.71882498435637,-73.95875722232549,American Restaurant,64,8.0,3
195,North Side,40.714822906532056,-73.95880857587589,4be5bbe8d4f7c9b6b9d52520,St. Anselm,40.71414471294114,-73.95598405757656,American Restaurant,288,9.3,3
196,North Side,40.714822906532056,-73.95880857587589,570c6629498e7ab0b8796332,MIDNIGHTS,40.71740674000676,-73.95839832495749,Bar,15,8.4,2
197,North Side,40.714822906532056,-73.95880857587589,448acb74f964a52048341fe3,Pies 'n' Thighs,40.711247914500696,-73.96144509176183,Fried Chicken Joint,554,8.9,3
198,North Side,40.714822906532056,-73.95880857587589,4d1829fae190721e1b3f2021,Crif Dogs,40.71699803215081,-73.95647564481764,Hot Dog Joint,211,8.5,3
199,North Side,40.714822906532056,-73.95880857587589,5aea243ec0af57002c200d68,Clinton Hall,40.71505295412933,-73.95921530663084,Restaurant,6,7.0,3
200,North Side,40.714822906532056,-73.95880857587589,4262f880f964a52025211fe3,Teddy's Bar & Grill,40.71920479788144,-73.95843052939567,Pub,117,7.3,3
201,North Side,40.714822906532056,-73.95880857587589,4581734ff964a520653f1fe3,Surf Bar,40.717636287030345,-73.95871390484886,Seafood Restaurant,156,7.7,3
202,North Side,40.714822906532056,-73.95880857587589,44ce1e0df964a52017361fe3,Egg,40.716650270205996,-73.96172307176344,Breakfast Spot,380,8.6,3
203,North Side,40.714822906532056,-73.95880857587589,429ba900f964a5209d241fe3,Snacky,40.71431800559917,-73.9608467453687,Asian Restaurant,62,8.3,3
204,North Side,40.714822906532056,-73.95880857587589,4e4ea8b5aeb70f12849528ed,St. Mazie,40.71244618231341,-73.95595408442469,Cocktail Bar,143,9.3,3
205,North Side,40.714822906532056,-73.95880857587589,5533caee498e93216b39b818,Abracadabra Brooklyn,40.712030074261435,-73.96290598436741,Breakfast Spot,28,8.4,3
206,North Side,40.714822906532056,-73.95880857587589,4197f180f964a520151e1fe3,Fabiane's,40.71673082800953,-73.95893920263242,Café,103,7.6,3
207,North Side,40.714822906532056,-73.95880857587589,5ba66139d41bb7002ce5e989,Trix Cafe,40.71886,-73.956622,Café,3,7.1,2
208,North Side,40.714822906532056,-73.95880857587589,4aa6ccdaf964a520064b20e3,Knitting Factory,40.71421851534021,-73.95575557482657,Rock Club,127,7.7,3
209,South Side,40.710861472650684,-73.95800095153338,4d2a0ca1888af04d176bd4af,Lighthouse,40.7107830177268,-73.95370438110912,New American Restaurant,84,7.9,2
210,South Side,40.710861472650684,-73.95800095153338,526b2d8e498ebc6b00a1c587,Randolph Beer WBURG,40.71196692965413,-73.96339869037553,American Restaurant,46,7.5,3
211,South Side,40.710861472650684,-73.95800095153338,512997d7e4b0b35362953cb1,OTB,40.71039332645751,-73.9636134675309,Bar,33,8.2,2
212,Navy Yard,40.698790872180545,-73.97164435527614,5b5ca4a1f870fd002cafcea7,Rip's Malt Shop,40.697617,-73.971886,Burger Joint,7,7.2,3
213,Fort Hamilton,40.614768126942295,-74.0319791453799,5081cf66e4b0b8e84399ecdf,The Wicked Monk,40.6171286019686,-74.03384858127117,Bar,33,8.3,2
214,Fort Hamilton,40.614768126942295,-74.0319791453799,4bd3644da8b3a593abe3695f,Hunter's Steak & Ale House,40.61660563943881,-74.03098585281313,Steakhouse,17,8.4,2
215,Fort Hamilton,40.614768126942295,-74.0319791453799,4ba3fa59f964a520c27338e3,UNO Pizzeria & Grill,40.61806515759511,-74.03002782198651,American Restaurant,23,6.5,3
216,Fort Hamilton,40.614768126942295,-74.0319791453799,51068fb7183f01adb53c3586,The Lockyard,40.61736777473677,-74.02964943412427,Beer Garden,43,8.3,3
217,Chinatown,40.715618422314364,-73.99427936255984,528d3763498e3be0efe0d555,Breakroom,40.716656,-73.99972199999998,Burger Joint,85,8.2,3
218,Chinatown,40.715618422314364,-73.99427936255984,583e5099b21014593fb544b0,The Flower Shop,40.71805698854421,-73.9920596318328,American Restaurant,23,8.6,3
219,Chinatown,40.715618422314364,-73.99427936255984,4fea4f60e4b020f59d4b35ab,Dudley's,40.71805300000001,-73.990353,Australian Restaurant,166,8.7,3
220,Chinatown,40.715618422314364,-73.99427936255984,572bcbaa498e16431ad34a61,The Commissary,40.71500419213064,-73.99100963130398,American Restaurant,12,8.3,3
221,Chinatown,40.715618422314364,-73.99427936255984,4f407084e4b020398c9e53b8,Randolph Beer NOLITA,40.71971908169585,-73.99481665865126,Beer Garden,110,8.3,2
222,Chinatown,40.715618422314364,-73.99427936255984,4faf2a31e4b09cca61d58138,Grey Lady,40.71895714410247,-73.9903795981843,Seafood Restaurant,62,7.1,2
223,Chinatown,40.715618422314364,-73.99427936255984,4e1b8c38d22de289c0babefd,CC's Cafe 2,40.71157580344289,-73.99458413743072,Café,26,7.6,3
224,Chinatown,40.715618422314364,-73.99427936255984,4fd38a04e4b065401a9aaf88,Forgtmenot,40.7144587613216,-73.9915463794752,New American Restaurant,96,8.9,2
225,Chinatown,40.715618422314364,-73.99427936255984,54fb2a13498e37b1c97bed2f,Farmhouse Restaurant,40.718027903443996,-73.9895256547027,American Restaurant,20,6.4,3
226,Chinatown,40.715618422314364,-73.99427936255984,53b042cf498e396ed84d1344,Two Hands,40.719729,-73.99609699999998,Café,319,8.8,3
227,Chinatown,40.715618422314364,-73.99427936255984,4a8feac7f964a520a51520e3,Mama Eatery,40.71496436184324,-73.99995314739066,Café,26,6.5,3
228,Washington Heights,40.85190252555309,-73.93690027985242,53a4688f498e92f6ece47c9f,Burger Heights,40.85026807331502,-73.93461812752481,Burger Joint,24,8.6,3
229,Washington Heights,40.85190252555309,-73.93690027985242,4e77e40118387f865961f673,Le Chéile,40.851459036018426,-73.93998920917511,Café,91,8.7,3
230,Washington Heights,40.85190252555309,-73.93690027985242,4d2d39b469f42d439d16ad8a,Pick and Eat,40.84755809230442,-73.93821158547597,Café,38,7.3,3
231,Washington Heights,40.85190252555309,-73.93690027985242,4b074d16f964a52092fb22e3,McDonald's,40.850094,-73.936035,Fast Food Restaurant,15,5.5,3
232,Washington Heights,40.85190252555309,-73.93690027985242,51e07e05498e1db52d319291,Scoop Cafe,40.849988223249156,-73.93539645226812,Café,5,6.4,3
233,Washington Heights,40.85190252555309,-73.93690027985242,4b6a1bf6f964a52033c82be3,Burger King,40.84908254582167,-73.93425665459574,Fast Food Restaurant,15,4.6,3
234,Inwood,40.867683964499186,-73.92121042203905,5814dc8ed67ca5038583da78,The Tubby Hook,40.86781567865924,-73.92073897853041,American Restaurant,5,7.5,3
235,Inwood,40.867683964499186,-73.92121042203905,53a108d6498efe2b536a8dc3,Cafe De Broadway,40.868299986514465,-73.9189277969204,Café,7,7.6,3
236,Inwood,40.867683964499186,-73.92121042203905,4bb78b10314e9521f346479d,Jimbo's,40.864432382908255,-73.91885747678715,Burger Joint,10,6.3,3
237,Inwood,40.867683964499186,-73.92121042203905,4be88652947820a1e802b5db,G's Coffee Shop,40.86841792395647,-73.92174351734803,Diner,30,8.0,2
238,Inwood,40.867683964499186,-73.92121042203905,4c33cd1d16adc928e942c49c,Garden Cafe,40.868050488858266,-73.92047699521964,Café,43,8.1,3
239,Inwood,40.867683964499186,-73.92121042203905,56218101498e22966bef8816,Inwood Bar and Grill,40.86704379362675,-73.92257045428569,Restaurant,11,7.5,1
240,Hamilton Heights,40.82360428481197,-73.94968791883373,4da8ee246e81162ae7b15710,Trufa,40.82308361212953,-73.95295214762749,Mediterranean Restaurant,46,8.1,3
241,Hamilton Heights,40.82360428481197,-73.94968791883373,4e4cd4e7bd413c4cc66c843d,Jimbo's Hamburger Palace,40.82595392371681,-73.94926043908728,Burger Joint,7,7.6,3
242,Hamilton Heights,40.82360428481197,-73.94968791883373,46e26948f964a520a24a1fe3,Cafe One,40.82213853417716,-73.94985305610274,Café,67,8.5,2
243,Hamilton Heights,40.82360428481197,-73.94968791883373,4b26afdaf964a520847f24e3,Nadal 2 Deli,40.82762619927646,-73.94940770484605,Burger Joint,18,6.6,3
244,Hamilton Heights,40.82360428481197,-73.94968791883373,52463a94498eeb73e959e43b,Checkers,40.82399309120629,-73.94505017947267,Burger Joint,8,5.9,3
245,Hamilton Heights,40.82360428481197,-73.94968791883373,540a5685498e696147312201,Grill On The Hill,40.82217710484206,-73.9499439013087,Bar,12,5.7,3
246,Manhattanville,40.81693442949784,-73.95738539351888,3fd66200f964a52067e81ee3,Toast 125,40.81486,-73.9594,Burger Joint,55,7.3,3
247,Manhattanville,40.81693442949784,-73.95738539351888,41b24f80f964a520661e1fe3,Dinosaur Bar-B-Que,40.81814687379685,-73.9606735523417,BBQ Joint,496,8.6,2
248,Manhattanville,40.81693442949784,-73.95738539351888,4c224b61fbe5c9b6eaa79921,Jimbos,40.813734176977135,-73.9561037819707,Burger Joint,12,7.0,2
249,Manhattanville,40.81693442949784,-73.95738539351888,4ae376f2f964a520719521e3,McDonald's,40.815940692650095,-73.95890951156615,Fast Food Restaurant,23,4.9,3
250,Central Harlem,40.81597606742418,-73.94321112603912,541c683e498ef421d4e16eb3,The Edge Harlem,40.819691575695686,-73.94607292237941,American Restaurant,57,9.1,2
251,Central Harlem,40.81597606742418,-73.94321112603912,4ba2273ff964a520a4df37e3,Jimbo's Hamburger Palace,40.81522423017631,-73.94000920888253,Burger Joint,22,7.0,3
252,Central Harlem,40.81597606742418,-73.94321112603912,4be3987d21d5a59341b31911,McDonald's,40.81793616004489,-73.94133964425923,Fast Food Restaurant,21,5.0,2
253,East Harlem,40.792249466630366,-73.94418223148531,4b80fc8df964a520489430e3,Smashiess,40.790268078798725,-73.94730036307469,Sandwich Place,14,8.3,3
254,East Harlem,40.792249466630366,-73.94418223148531,57c4f232498ecd018a7671e4,Harlem Shake,40.793836597366536,-73.93999542541836,Burger Joint,7,7.0,3
255,East Harlem,40.792249466630366,-73.94418223148531,4ae74368f964a520dda921e3,Pee Dee Steak House,40.79425972112027,-73.94275415185164,Steakhouse,16,6.9,3
256,East Harlem,40.792249466630366,-73.94418223148531,4b9ad23ef964a52006d935e3,McDonald's,40.789984,-73.946077,Burger Joint,8,6.1,2
257,East Harlem,40.792249466630366,-73.94418223148531,4ad90e1df964a520981721e3,Ricardo Steak House,40.79343473959523,-73.94047119574417,Steakhouse,83,8.6,2
258,East Harlem,40.792249466630366,-73.94418223148531,4b5f535af964a52024b429e3,Burger King,40.79052514655719,-73.94575461745262,Fast Food Restaurant,4,5.4,2
259,Upper East Side,40.77563857330185,-73.96050763135005,4bed875a91380f478508a018,Burger One,40.77522981691669,-73.9586854420627,Burger Joint,22,7.6,3
260,Upper East Side,40.77563857330185,-73.96050763135005,4db60dd04df05e5aaaff8c23,Eats,40.77232374284225,-73.96081599097909,Burger Joint,72,7.3,3
261,Upper East Side,40.77563857330185,-73.96050763135005,3fd66200f964a5204dea1ee3,Luke's Bar & Grill,40.77450325305382,-73.95722215905452,American Restaurant,42,7.1,3
262,Upper East Side,40.77563857330185,-73.96050763135005,4a63938af964a5205ac51fe3,Lexington Candy Shop Luncheonette,40.77763643640682,-73.95703015852048,Diner,79,8.1,3
263,Upper East Side,40.77563857330185,-73.96050763135005,4a18b5e7f964a520e0791fe3,Dylan Murphy's,40.77638543373941,-73.95576686149955,Burger Joint,43,6.6,3
264,Upper East Side,40.77563857330185,-73.96050763135005,4be1a99fa145c928f61d4e80,Wrap-N-Run Grill,40.774487176213405,-73.95928673467535,Restaurant,16,6.4,3
265,Upper East Side,40.77563857330185,-73.96050763135005,4a8b12c1f964a5205f0b20e3,Nectar,40.778317712525094,-73.96071279788916,Diner,29,6.0,3
266,Upper East Side,40.77563857330185,-73.96050763135005,4b282b9af964a520309024e3,The New Amity Restaurant,40.77980470462351,-73.95966389381256,Diner,17,6.7,3
267,Upper East Side,40.77563857330185,-73.96050763135005,4b212aaaf964a520993724e3,Lenox Hill Grill,40.773846015778474,-73.95971890374575,Diner,27,5.7,3
268,Upper East Side,40.77563857330185,-73.96050763135005,4abf9767f964a520399120e3,PJ Bernstein Deli Restaurant,40.77361531285603,-73.96082997322087,Deli / Bodega,18,6.1,3
269,Upper East Side,40.77563857330185,-73.96050763135005,3fd66200f964a52073e81ee3,Mad River Bar & Grille,40.776075279077475,-73.95598284452117,Pub,43,6.4,2
270,Yorkville,40.77592984988492,-73.94711784471833,51f194b7498e5ea7b6458f78,Bareburger,40.77776399957451,-73.94903864903888,Burger Joint,41,7.6,3
271,Yorkville,40.77592984988492,-73.94711784471833,4b0dd1d9f964a520b65023e3,Mansion Restaurant,40.7759621,-73.9467767,Diner,62,8.1,3
272,Yorkville,40.77592984988492,-73.94711784471833,5202340b498e2a22f0d56432,The Supply House,40.7775779,-73.952268,Bar,65,8.0,3
273,Yorkville,40.77592984988492,-73.94711784471833,467ffefcf964a52019481fe3,Cafe D'Alsace,40.77915220371585,-73.95106941461562,French Restaurant,172,8.7,3
274,Yorkville,40.77592984988492,-73.94711784471833,52bfac81498eeba382012f35,Bondurants,40.77711865075639,-73.95204331058143,Bar,111,9.1,3
275,Yorkville,40.77592984988492,-73.94711784471833,5734fe3f498ed7cf0dd66fef,Ethyl's Alcohol & Food,40.77699064154686,-73.95237618153155,Bar,24,7.7,3
276,Yorkville,40.77592984988492,-73.94711784471833,45fbbe93f964a52061441fe3,Genesis Bar & Restaurant,40.77954840119824,-73.95051207314302,Sports Bar,56,7.1,3
277,Yorkville,40.77592984988492,-73.94711784471833,3fd66200f964a520dbe81ee3,Rathbone's,40.779347123598974,-73.95069270894403,Sports Bar,77,7.1,2
278,Yorkville,40.77592984988492,-73.94711784471833,4a3d4791f964a5200ea21fe3,Gracie Mews Diner,40.77353688350829,-73.9517811929898,Diner,88,7.6,3
279,Yorkville,40.77592984988492,-73.94711784471833,52f287cc11d26849c4522392,Five Mile Stone,40.77724623519559,-73.95218284225119,Bar,95,7.6,3
280,Yorkville,40.77592984988492,-73.94711784471833,3fd66200f964a5206fe81ee3,Dorrian's Red Hand,40.77647497186799,-73.9525851447182,Bar,68,6.3,2
281,Yorkville,40.77592984988492,-73.94711784471833,4aaaf5cdf964a520475820e3,East End Bar & Grill,40.77740490094202,-73.94893499330323,Sports Bar,47,6.6,3
282,Yorkville,40.77592984988492,-73.94711784471833,5816825738fa002769098f5d,Mocha Burger Express,40.776147,-73.952964,Burger Joint,1,6.1,3
283,Yorkville,40.77592984988492,-73.94711784471833,5343e85d498ee3a87c5ca1fe,Gracie's Corner Diner,40.77777548513098,-73.9518106818528,Diner,20,6.3,3
284,Yorkville,40.77592984988492,-73.94711784471833,50e9f18de4b0924935787cab,International Wings Factory,40.78035918635292,-73.94689455172707,Wings Joint,19,6.9,3
285,Lenox Hill,40.768112658287365,-73.95885968813765,3fd66200f964a52044ea1ee3,J.G. Melon,40.77105,-73.95931,Burger Joint,455,8.7,1
286,Lenox Hill,40.768112658287365,-73.95885968813765,54f03650498ee77ce407e052,5 Napkin Burger,40.767448,-73.9596012,Burger Joint,20,7.8,3
287,Lenox Hill,40.768112658287365,-73.95885968813765,4f36cf39e4b0fc67a89276f5,Bareburger,40.768504958401984,-73.95519116524163,Burger Joint,86,8.2,3
288,Lenox Hill,40.768112658287365,-73.95885968813765,55f0d205498eb7dd602e122f,Mel's Burger Bar,40.77109561905668,-73.95669201047616,Burger Joint,16,7.1,2
289,Lenox Hill,40.768112658287365,-73.95885968813765,4ab2e033f964a520c56c20e3,Americas Burgers & Wraps,40.766911,-73.962512,Burger Joint,14,7.0,3
290,Lenox Hill,40.768112658287365,-73.95885968813765,3fd66200f964a520dbe71ee3,EJ's Luncheonette,40.770459,-73.959843,Diner,92,7.4,3
291,Lenox Hill,40.768112658287365,-73.95885968813765,49d012ecf964a520fc5a1fe3,The Stumble Inn,40.771316658668866,-73.95633817737706,Bar,138,7.0,2
292,Lenox Hill,40.768112658287365,-73.95885968813765,4f95cf8bd5fb282730b426c5,The Pony Bar,40.76978084671053,-73.95449468539174,Bar,128,8.4,3
293,Lenox Hill,40.768112658287365,-73.95885968813765,4ae230f8f964a5209f8b21e3,Cafe Luka,40.76696129261124,-73.95662560422727,Diner,36,7.0,1
294,Lenox Hill,40.768112658287365,-73.95885968813765,4dd927101f6ee146834c5e6a,Good Health Natural Cafe,40.769501678625616,-73.9548266531153,Vegetarian / Vegan Restaurant,18,6.7,2
295,Lenox Hill,40.768112658287365,-73.95885968813765,40f47780f964a520990a1fe3,Finnegans Wake,40.76855160620952,-73.95558314299699,Bar,18,6.8,3
296,Lenox Hill,40.768112658287365,-73.95885968813765,4b5c5b25f964a520362c29e3,Neil's Coffee Shop,40.769038471702274,-73.96314605175094,Diner,39,6.5,3
297,Lenox Hill,40.768112658287365,-73.95885968813765,4ad2b59ff964a52088e220e3,Silver Star Diner,40.76436301071809,-73.96165125146348,Diner,43,6.3,3
298,Upper West Side,40.7876579985349,-73.97705923630609,59bee8dee2d4aa3d685c37a9,J.G. Melon,40.78583587179941,-73.97646085991214,Burger Joint,9,8.0,3
299,Upper West Side,40.7876579985349,-73.97705923630609,4e6ab03588772457c493153b,Island Burgers & Shakes,40.78402855663061,-73.97773543063792,Burger Joint,54,8.1,3
300,Upper West Side,40.7876579985349,-73.97705923630609,44281118f964a520ba311fe3,Fred's Restaurant,40.78565778922317,-73.97653947514475,American Restaurant,145,8.1,2
301,Upper West Side,40.7876579985349,-73.97705923630609,4b67772af964a520ae502be3,5 Napkin Burger,40.78707,-73.97791,Burger Joint,166,7.0,3
302,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5200ce91ee3,George Keeley NYC,40.78599000000001,-73.97617199999998,Pub,112,8.2,2
303,Upper West Side,40.7876579985349,-73.97705923630609,5349cafa11d2adce986d476d,e's BAR,40.786789787793204,-73.97565381430985,Bar,78,8.1,3
304,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5203fea1ee3,Good Enough to Eat,40.78591765629621,-73.9726321073054,Burger Joint,314,7.8,3
305,Upper West Side,40.7876579985349,-73.97705923630609,4a541923f964a52008b31fe3,Hi-Life,40.785653503704474,-73.97640262142791,American Restaurant,52,7.0,3
306,Upper West Side,40.7876579985349,-73.97705923630609,51e773a850190e36800d5ccd,Burke & Wills,40.783570613513795,-73.97948846159886,Australian Restaurant,54,7.9,3
307,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52068e91ee3,Sarabeth's West,40.783991183741506,-73.97771267491619,Breakfast Spot,133,8.1,3
308,Upper West Side,40.7876579985349,-73.97705923630609,4a6c86acf964a520b7d01fe3,Peacefood Cafe,40.78516588233607,-73.97706383152412,Vegetarian / Vegan Restaurant,218,8.6,2
309,Upper West Side,40.7876579985349,-73.97705923630609,581e56f30d63b178d22a0cc6,Caledonia Bar,40.7840904847856,-73.9777126525013,Bar,13,8.7,3
310,Upper West Side,40.7876579985349,-73.97705923630609,4394c89bf964a520842b1fe3,Nice Matin,40.78330210691345,-73.97838339603004,French Restaurant,101,7.7,2
311,Upper West Side,40.7876579985349,-73.97705923630609,49ccef74f964a5209f591fe3,City Diner,40.79105236015975,-73.97441903351526,Diner,55,7.6,2
312,Upper West Side,40.7876579985349,-73.97705923630609,4bf4254d706e20a1ebfda898,Big Daddy's,40.7911514,-73.97390829999998,Diner,99,6.8,2
313,Upper West Side,40.7876579985349,-73.97705923630609,59fe6daba92d9866eb4cdfc4,Big Bang Burger NYC,40.7842022,-73.9777571,American Restaurant,3,6.4,3
314,Upper West Side,40.7876579985349,-73.97705923630609,40fc6080f964a520250b1fe3,The Gin Mill,40.78460871565815,-73.97735348419155,Bar,122,6.9,3
315,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52044e81ee3,Blondies,40.783487387809146,-73.97911071192236,Sports Bar,107,7.5,2
316,Upper West Side,40.7876579985349,-73.97705923630609,49f13760f964a5209e691fe3,St. James Gate Publick House,40.78449568971589,-73.97732893024434,Bar,52,7.5,3
317,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a5203be81ee3,Prohibition,40.78530141030111,-73.97297416179856,Bar,77,7.8,2
318,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52064e91ee3,The Parlour,40.78845759879725,-73.97700050343445,Bar,59,6.0,3
319,Upper West Side,40.7876579985349,-73.97705923630609,52001d38498ebd3217fbe9de,Barley & Grain,40.783932890988034,-73.97778044082953,Whisky Bar,30,6.1,3
320,Upper West Side,40.7876579985349,-73.97705923630609,4acc9630f964a52005c920e3,Cafe on Broadway,40.78802524254015,-73.97675358617094,Café,19,6.7,3
321,Upper West Side,40.7876579985349,-73.97705923630609,4df0ceebd22d4336871907df,The Coffee Place,40.78417088815232,-73.97976315928804,Food Truck,6,6.8,3
322,Upper West Side,40.7876579985349,-73.97705923630609,4aa28cd7f964a520e04120e3,Cafe Eighty Two,40.785888686932175,-73.97849781926122,Diner,23,6.5,3
323,Upper West Side,40.7876579985349,-73.97705923630609,4e1c78a06284ae9cf27b9100,Mamma's Famous Ristorante,40.78802818608922,-73.97674458650052,Pizza Place,15,5.3,3
324,Upper West Side,40.7876579985349,-73.97705923630609,3fd66200f964a52042e81ee3,Jake's Dilemma,40.78426799409865,-73.97756732086017,Dive Bar,137,6.8,3
325,Lincoln Square,40.773528889421705,-73.9853377700127,4ab2a782f964a520c86b20e3,P.J. Clarke's,40.77184767661628,-73.98277613228193,Burger Joint,187,7.8,2
326,Lincoln Square,40.773528889421705,-73.9853377700127,5078c4f1e4b0dad821e1f6bd,The Smith,40.771505319588144,-73.98229201694723,American Restaurant,323,8.6,3
327,Lincoln Square,40.773528889421705,-73.9853377700127,4bf82d4e4a67c928beef24cf,Westside Restaurant,40.776110109438356,-73.98213525767649,Diner,47,7.1,3
328,Lincoln Square,40.773528889421705,-73.9853377700127,4b2ef4dbf964a520b5e824e3,Old John's Luncheonette,40.775323170285155,-73.98357457174409,American Restaurant,30,6.6,3
329,Lincoln Square,40.773528889421705,-73.9853377700127,4b01b98df964a520e04422e3,Olympic Flame Diner,40.771089889280894,-73.98719355945914,Diner,39,6.4,3
330,Clinton,40.7583336869064,-73.99640768221386,49d8c05df964a520c95d1fe3,5 Napkin Burger,40.76018000000001,-73.99109513128279,Burger Joint,436,8.5,3
331,Clinton,40.7583336869064,-73.99640768221386,54ddf9a1498e766ab85781f4,Friedman's,40.755270601991775,-73.99850924419556,American Restaurant,61,8.5,3
332,Clinton,40.7583336869064,-73.99640768221386,525d964a11d2be5d7eb1192c,Genuine Roadside,40.76238004254305,-73.99714227860706,American Restaurant,50,7.4,3
333,Clinton,40.7583336869064,-73.99640768221386,461f8cc8f964a5207e451fe3,West Bank Cafe,40.75865263806992,-73.99309881846278,American Restaurant,35,7.9,3
334,Clinton,40.7583336869064,-73.99640768221386,4665447af964a5207f471fe3,44 & X,40.76102377100562,-73.99451778340419,American Restaurant,177,7.9,3
335,Clinton,40.7583336869064,-73.99640768221386,43d9af53f964a520702e1fe3,Westway Diner,40.759463361033475,-73.99181609312694,Diner,160,7.9,2
336,Clinton,40.7583336869064,-73.99640768221386,50e1f055e4b0c48b6c1bc5c3,Smokey Burger Organic,40.75927362268507,-73.99062001731144,Burger Joint,21,6.5,3
