,count,venue,venue category,venue lat,venue lon
386,19,International Wings Factory,Wings Joint,40.78035918635292,-73.94689455172707
387,455,J.G. Melon,Burger Joint,40.77105,-73.95931
388,20,5 Napkin Burger,Burger Joint,40.767448,-73.9596012
389,86,Bareburger,Burger Joint,40.768504958401984,-73.95519116524163
390,16,Mel's Burger Bar,Burger Joint,40.77109561905668,-73.95669201047616
391,14,Americas Burgers & Wraps,Burger Joint,40.766911,-73.962512
392,72,Eats,Burger Joint,40.77232374284225,-73.96081599097909
393,92,EJ's Luncheonette,Diner,40.770459,-73.959843
394,138,The Stumble Inn,Bar,40.771316658668866,-73.95633817737706
395,128,The Pony Bar,Bar,40.76978084671053,-73.95449468539174
396,36,Cafe Luka,Diner,40.76696129261124,-73.95662560422727
397,18,Good Health Natural Cafe,Vegetarian / Vegan Restaurant,40.769501678625616,-73.9548266531153
398,18,Finnegans Wake,Bar,40.76855160620952,-73.95558314299699
399,39,Neil's Coffee Shop,Diner,40.769038471702274,-73.96314605175094
400,0,Oysters Burgers & Martinis,Burger Joint,40.772347778553964,-73.96077469950781
401,4,Goburger,Food Truck,40.77034439430607,-73.95637432467015
402,43,Silver Star Diner,Diner,40.76436301071809,-73.96165125146348
403,9,J.G. Melon,Burger Joint,40.78583587179941,-73.97646085991214
404,54,Island Burgers & Shakes,Burger Joint,40.78402855663061,-73.97773543063792
405,145,Fred's Restaurant,American Restaurant,40.78565778922317,-73.97653947514475
406,166,5 Napkin Burger,Burger Joint,40.78707,-73.97791
407,112,George Keeley NYC,Pub,40.785990000000005,-73.97617199999999
408,78,e's BAR,Bar,40.786789787793204,-73.97565381430985
409,314,Good Enough to Eat,Burger Joint,40.78591765629621,-73.9726321073054
410,52,Hi-Life,American Restaurant,40.785653503704474,-73.97640262142791
411,54,Burke & Wills,Australian Restaurant,40.783570613513795,-73.97948846159886
412,133,Sarabeth's West,Breakfast Spot,40.783991183741506,-73.97771267491619
413,218,Peacefood Cafe,Vegetarian / Vegan Restaurant,40.78516588233607,-73.97706383152412
414,13,Caledonia Bar,Bar,40.784090484785594,-73.9777126525013
415,101,Nice Matin,French Restaurant,40.78330210691345,-73.97838339603004
416,55,City Diner,Diner,40.79105236015975,-73.97441903351526
417,99,Big Daddy's,Diner,40.7911514,-73.97390829999998
418,3,Big Bang Burger NYC,American Restaurant,40.7842022,-73.9777571
419,122,The Gin Mill,Bar,40.78460871565815,-73.97735348419155
420,107,Blondies,Sports Bar,40.783487387809146,-73.97911071192236
421,52,St. James Gate Publick House,Bar,40.78449568971589,-73.97732893024434
422,0,Joe's Burger Joint,Burger Joint,40.78613054738712,-73.976891040802
423,0,Prime Burger,Burger Joint,40.787557,-73.976712
424,77,Prohibition,Bar,40.78530141030111,-73.97297416179856
425,59,The Parlour,Bar,40.78845759879725,-73.97700050343445
426,30,Barley & Grain,Whisky Bar,40.78393289098803,-73.97778044082953
427,19,Cafe on Broadway,Café,40.78802524254015,-73.97675358617094
428,6,The Coffee Place,Food Truck,40.78417088815232,-73.97976315928804
429,0,Geteburgers,Burger Joint,40.78606,-73.972729
430,23,Cafe Eighty Two,Diner,40.785888686932175,-73.97849781926122
431,15,Mamma's Famous Ristorante,Pizza Place,40.78802818608922,-73.97674458650052
432,137,Jake's Dilemma,Dive Bar,40.78426799409865,-73.97756732086017
433,187,P.J. Clarke's,Burger Joint,40.771847676616275,-73.98277613228193
434,322,The Smith,American Restaurant,40.771505319588144,-73.98229201694723
435,47,Westside Restaurant,Diner,40.776110109438356,-73.98213525767649
436,30,Old John's Luncheonette,American Restaurant,40.775323170285155,-73.98357457174409
437,0,Energy Kitchen-Fordham University,Burger Joint,40.771084357274454,-73.98508787155151
438,39,Olympic Flame Diner,Diner,40.771089889280894,-73.98719355945914
439,436,5 Napkin Burger,Burger Joint,40.76018000000001,-73.99109513128279
440,61,Friedman's,American Restaurant,40.755270601991775,-73.99850924419556
441,50,Genuine Roadside,American Restaurant,40.762380042543064,-73.99714227860706
442,35,West Bank Cafe,American Restaurant,40.75865263806992,-73.99309881846278
443,177,44 & X,American Restaurant,40.76102377100562,-73.99451778340419
444,160,Westway Diner,Diner,40.759463361033475,-73.99181609312694
445,21,Smokey Burger Organic,Burger Joint,40.75927362268507,-73.99062001731144
446,31,Elsewhere,American Restaurant,40.75923397989637,-73.99245570422836
447,7,East & West,Restaurant,40.75941317300476,-73.99543533747469
448,47,Dalton's Bar & Grill,Sports Bar,40.75925609137865,-73.99202422088419
449,244,Southern Hospitality,Southern / Soul Food Restaurant,40.76045378076665,-73.99117301512263
450,1,Snax Spot,Burger Joint,40.756836,-73.99322
451,29,Theatre Row Diner,Diner,40.758789,-73.993798
452,0,George's,Burger Joint,40.757760024913246,-74.00096275135459
453,174,Réunion Surf Bar,Cocktail Bar,40.75961897955301,-73.99166690271579
454,122,Shake Shack,Burger Joint,40.75270011367852,-73.97709378302513
455,65,Five Guys,Burger Joint,40.75819556155353,-73.97970985854455
456,228,The Counter,Burger Joint,40.75522799288076,-73.98674681653998
457,108,STK Midtown,Burger Joint,40.75526151840718,-73.98288809343393
458,11,BV's Burger,Burger Joint,40.756944872447136,-73.98382274362702
459,29,Burger & Lobster,American Restaurant,40.75610410226789,-73.98497824808942
460,20,by CHLOE.,Vegetarian / Vegan Restaurant,40.7580629,-73.9788542
461,84,Parker & Quinn,American Restaurant,40.752610600000004,-73.98502839999998
462,164,Ruby Tuesday,Burger Joint,40.75516955471529,-73.98693800107652
463,30,Chick-fil-A,Fast Food Restaurant,40.757425399999995,-73.9819682
464,620,Hard Rock Cafe,Theme Restaurant,40.75703518267677,-73.9866112049282
465,17,Kosher Deluxe,Burger Joint,40.75654725507125,-73.97991482494466
466,1,Five Guys,Burger Joint,40.75195946397741,-73.98617515749329
467,89,Aureole,American Restaurant,40.755391430155335,-73.98541049111519
468,49,Vitae,American Restaurant,40.75558839999999,-73.9785483
469,80,HB Burger,Burger Joint,40.756102707415664,-73.98492981296341
470,109,Brooklyn Diner,Diner,40.75650255874428,-73.98588918763393
