,Count,Venue ID
228,18,588cf4548b0ebb5d015a5964
229,249,49c3df11f964a52081561fe3
230,228,439308daf964a520712b1fe3
231,325,4bd254bd77b29c743da18e82
232,2,5b05c761e7a2370039b6f1ff
233,269,4554c3b0f964a520113d1fe3
234,9,55f86e40498ed2f3a2e9fb1a
235,124,3fd66200f964a52069eb1ee3
236,164,570139a9498e16178005c729
237,216,47de3aebf964a5203a4e1fe3
238,64,4d06ef317d9ba35d4ad37223
239,288,4be5bbe8d4f7c9b6b9d52520
240,15,570c6629498e7ab0b8796332
241,554,448acb74f964a52048341fe3
242,211,4d1829fae190721e1b3f2021
243,6,5aea243ec0af57002c200d68
244,117,4262f880f964a52025211fe3
245,156,4581734ff964a520653f1fe3
246,380,44ce1e0df964a52017361fe3
247,62,429ba900f964a5209d241fe3
248,2,3fd66200f964a5209dee1ee3
249,143,4e4ea8b5aeb70f12849528ed
250,28,5533caee498e93216b39b818
251,103,4197f180f964a520151e1fe3
252,3,5ba66139d41bb7002ce5e989
253,1,5b81bbecc9f907002c7a7af8
254,0,4d8e1ccbca75b60cc15af7a8
255,127,4aa6ccdaf964a520064b20e3
256,84,4d2a0ca1888af04d176bd4af
257,46,526b2d8e498ebc6b00a1c587
258,33,512997d7e4b0b35362953cb1
259,0,510c2df1e4b0aaab7fd534a6
260,7,5b5ca4a1f870fd002cafcea7
261,0,510ab164e4b0cea394b51f43
262,33,5081cf66e4b0b8e84399ecdf
263,17,4bd3644da8b3a593abe3695f
264,23,4ba3fa59f964a520c27338e3
265,43,51068fb7183f01adb53c3586
266,85,528d3763498e3be0efe0d555
267,23,583e5099b21014593fb544b0
268,166,4fea4f60e4b020f59d4b35ab
269,12,572bcbaa498e16431ad34a61
270,110,4f407084e4b020398c9e53b8
271,62,4faf2a31e4b09cca61d58138
272,26,4e1b8c38d22de289c0babefd
273,96,4fd38a04e4b065401a9aaf88
274,20,54fb2a13498e37b1c97bed2f
275,319,53b042cf498e396ed84d1344
276,26,4a8feac7f964a520a51520e3
277,24,53a4688f498e92f6ece47c9f
278,91,4e77e40118387f865961f673
279,38,4d2d39b469f42d439d16ad8a
280,15,4b074d16f964a52092fb22e3
281,0,51a28270498e04231d366afd
282,5,51e07e05498e1db52d319291
283,1,5574e2c7498ecafe5d3119ac
284,15,4b6a1bf6f964a52033c82be3
285,3,4cfd6515d7206ea8c9e74869
286,5,5814dc8ed67ca5038583da78
287,7,53a108d6498efe2b536a8dc3
288,10,4bb78b10314e9521f346479d
289,30,4be88652947820a1e802b5db
290,43,4c33cd1d16adc928e942c49c
291,11,56218101498e22966bef8816
292,0,57f9968f498ee867e471394e
293,46,4da8ee246e81162ae7b15710
294,7,4e4cd4e7bd413c4cc66c843d
295,67,46e26948f964a520a24a1fe3
296,18,4b26afdaf964a520847f24e3
297,8,52463a94498eeb73e959e43b
298,0,5663cb00498e7b6bc28a9d75
299,12,540a5685498e696147312201
300,2,4b8963c6f964a5208c3132e3
301,55,3fd66200f964a52067e81ee3
302,496,41b24f80f964a520661e1fe3
303,12,4c224b61fbe5c9b6eaa79921
304,2,4f662556e4b03be104a5e5d9
305,0,5683209a498ec2f0d23e46df
306,23,4ae376f2f964a520719521e3
307,57,541c683e498ef421d4e16eb3
308,22,4ba2273ff964a520a4df37e3
309,1,51f0a211498e19f157c2f6cc
310,1,4df54f64fa76abc3d873315e
311,21,4be3987d21d5a59341b31911
312,14,4b80fc8df964a520489430e3
313,7,57c4f232498ecd018a7671e4
314,16,4ae74368f964a520dda921e3
315,8,4b9ad23ef964a52006d935e3
316,83,4ad90e1df964a520981721e3
317,4,4b5f535af964a52024b429e3
318,1,4f134a2ee4b0472046a4550e
319,0,4e4c7133bd413c4cc6696ba4
320,10,58226dce56e6051e707108f4
321,22,4bed875a91380f478508a018
322,72,4db60dd04df05e5aaaff8c23
323,42,3fd66200f964a5204dea1ee3
324,79,4a63938af964a5205ac51fe3
325,43,4a18b5e7f964a520e0791fe3
326,16,4be1a99fa145c928f61d4e80
327,29,4a8b12c1f964a5205f0b20e3
328,17,4b282b9af964a520309024e3
329,0,4ead80849a52ba78477a4869
330,27,4b212aaaf964a520993724e3
331,18,4abf9767f964a520399120e3
332,43,3fd66200f964a52073e81ee3
333,41,51f194b7498e5ea7b6458f78
334,62,4b0dd1d9f964a520b65023e3
335,65,5202340b498e2a22f0d56432
336,172,467ffefcf964a52019481fe3
337,111,52bfac81498eeba382012f35
338,24,5734fe3f498ed7cf0dd66fef
339,56,45fbbe93f964a52061441fe3
340,77,3fd66200f964a520dbe81ee3
341,88,4a3d4791f964a5200ea21fe3
342,95,52f287cc11d26849c4522392
343,68,3fd66200f964a5206fe81ee3
344,47,4aaaf5cdf964a520475820e3
345,1,5816825738fa002769098f5d
346,20,5343e85d498ee3a87c5ca1fe
347,19,50e9f18de4b0924935787cab
348,455,3fd66200f964a52044ea1ee3
349,20,54f03650498ee77ce407e052
350,86,4f36cf39e4b0fc67a89276f5
351,16,55f0d205498eb7dd602e122f
352,14,4ab2e033f964a520c56c20e3
353,92,3fd66200f964a520dbe71ee3
354,138,49d012ecf964a520fc5a1fe3
355,128,4f95cf8bd5fb282730b426c5
356,36,4ae230f8f964a5209f8b21e3
357,18,4dd927101f6ee146834c5e6a
358,18,40f47780f964a520990a1fe3
359,39,4b5c5b25f964a520362c29e3
360,4,4e9e02edcc2132d67d7b4de6
361,43,4ad2b59ff964a52088e220e3
362,9,59bee8dee2d4aa3d685c37a9
363,54,4e6ab03588772457c493153b
364,145,44281118f964a520ba311fe3
365,166,4b67772af964a520ae502be3
366,112,3fd66200f964a5200ce91ee3
367,78,5349cafa11d2adce986d476d
368,314,3fd66200f964a5203fea1ee3
369,52,4a541923f964a52008b31fe3
370,54,51e773a850190e36800d5ccd
371,133,3fd66200f964a52068e91ee3
372,218,4a6c86acf964a520b7d01fe3
373,13,581e56f30d63b178d22a0cc6
374,101,4394c89bf964a520842b1fe3
375,55,49ccef74f964a5209f591fe3
376,99,4bf4254d706e20a1ebfda898
377,3,59fe6daba92d9866eb4cdfc4
378,122,40fc6080f964a520250b1fe3
379,107,3fd66200f964a52044e81ee3
380,52,49f13760f964a5209e691fe3
381,0,520948728bbd00bb118ea27f
382,0,533b5fd311d2c6bce602cb5d
383,77,3fd66200f964a5203be81ee3
384,59,3fd66200f964a52064e91ee3
385,30,52001d38498ebd3217fbe9de
386,19,4acc9630f964a52005c920e3
387,6,4df0ceebd22d4336871907df
388,0,5c833770c03635002c77c5ec
389,23,4aa28cd7f964a520e04120e3
390,15,4e1c78a06284ae9cf27b9100
391,137,3fd66200f964a52042e81ee3
392,187,4ab2a782f964a520c86b20e3
393,323,5078c4f1e4b0dad821e1f6bd
394,47,4bf82d4e4a67c928beef24cf
395,30,4b2ef4dbf964a520b5e824e3
396,0,50fd67f8d63e0510c2faeab4
397,39,4b01b98df964a520e04422e3
398,436,49d8c05df964a520c95d1fe3
399,61,54ddf9a1498e766ab85781f4
400,50,525d964a11d2be5d7eb1192c
401,35,461f8cc8f964a5207e451fe3
402,177,4665447af964a5207f471fe3
403,160,43d9af53f964a520702e1fe3
404,21,50e1f055e4b0c48b6c1bc5c3
405,31,4cfed101d088236a3f1a1226
406,7,5328895b498e4be8392022b3
407,47,423e0e80f964a52049201fe3
408,244,4d5c7eb11ef2f04de5bef5cd
409,1,5745cf0a498e50f815b89a69
410,29,4ade7510f964a520fc7521e3
411,0,4e8c68dfb803540e785aa5f2
412,174,4c4e37dcea24c9b6aa5f4915
413,122,51ca35d4498e950b67e87df8
414,65,4c20ecac4889a59372262720
415,228,4ce6d20af08f8eece5b40130
416,108,4eb2ec5077c846fcfeb2d366
417,11,4d5eb4429f67f04d1bcf63fb
418,29,596ea52ec9a51775f8ac079d
419,20,59af2bde65cdf82b4a51f617
420,84,51a687ba498ea278646fb5c3
421,164,4a43b04ff964a520afa61fe3
422,30,56facbbd498e99adeb533117
423,621,428a8580f964a52083231fe3
424,17,4b0dc59af964a520cd4f23e3
425,1,5ab5be3ad3cce81a8231ceb3
426,89,3fd66200f964a5206aea1ee3
427,49,4efe5a33d3e364d5fb05e280
428,80,49dceeecf964a520c05f1fe3
429,109,4accaf20f964a52033c920e3
430,152,3fd66200f964a52059ea1ee3
431,152,3fd66200f964a5207de91ee3
432,67,52a95a8111d2ab3dfe7d35ee
433,92,47676e3bf964a520f14c1fe3
434,66,4c33a86a66e40f47d85cc88b
435,119,4a6a25c0f964a520b7cc1fe3
436,40,4bb637dcef159c74d09975f7
437,15,5702afe6498ec2255b8c13f9
438,142,4a6baea8f964a52096cf1fe3
439,66,4fd757bd003937c44976c991
440,40,4accda9cf964a520c5c920e3
441,80,4b12f781f964a520ca9123e3
442,117,4ad103f8f964a520f4db20e3
443,16,4f0f0e55e4b06ab9f9cb7036
444,273,3fd66200f964a5201dea1ee3
445,122,4ac5468cf964a52052b120e3
446,14,56ec7def38fa89316c537d66
447,62,49cd8f90f964a520ff591fe3
448,73,3fd66200f964a52070e71ee3
449,31,3fd66200f964a5207ee31ee3
450,39,4ba2265af964a5205adf37e3
451,0,5c19240a6fd626002c0977a4
452,5,4d5eac5a149637044810cd94
453,36,41a12c00f964a520351e1fe3
454,79,45c84eb8f964a5206b421fe3
455,30,584de2cfd439075d554e4a98
456,39,4b89b4a2f964a520844c32e3
457,53,4e8cd404775bde318a4d6454
458,18,4ae9bca7f964a520f9b521e3
459,0,5c76c12ee55d8b002ce131a2
460,0,53a877e9498e746b7aff3eff
461,26,4b036126f964a520114f22e3
462,92,4a1df969f964a520b37b1fe3
463,0,3fd66200f964a520c7e31ee3
464,45,4b622088f964a52043372ae3
465,130,441e57d6f964a52077311fe3
466,18,4ca51fe897c8a1cdad3a64a5
467,17,52b706df498ea21d44b8c711
468,30,4b0dde40f964a520b15123e3
469,23,4c75c2908d70b713d5dcdaad
470,3,522763e711d23404c2e38bea
471,24,4a957708f964a5204f2320e3
472,89,5460fb3b498e94400cc7fd29
473,150,4d757b46e40aa09373dd0be2
474,49,3fd66200f964a52045ea1ee3
475,164,4a89f883f964a5208f0920e3
476,119,4ce9ac41e888f04db250496b
477,0,586c34c965e7c738e8d105b4
478,19,56c72cbccd1086304ddcfbdb
479,78,49e79ffdf964a520e3641fe3
480,187,4b19bf81f964a52050e323e3
481,139,4f9ab1dbd4f2465542bc6750
482,19,5692c1e4498e4b7de60e23e0
483,119,4a62028cf964a520d2c21fe3
484,120,4aa1a6a8f964a520654120e3
485,11,53275ea2498e46e4f36109fd
486,49,428bd700f964a520a5231fe3
487,393,3fd66200f964a52074e71ee3
488,17,54cacbff498ec48ec86807f1
489,32,543c10ac498ec64de56f7ecc
490,49,3fd66200f964a52065e71ee3
491,89,3fd66200f964a52046e71ee3
492,99,4a6a09fcf964a52072cc1fe3
493,48,4709d045f964a520694b1fe3
494,141,49d7dbf5f964a5206c5d1fe3
495,83,48821a51f964a52033511fe3
496,135,4edae02c9911a3e78dd03897
