,Venue,Venue Category,Venue ID,Venue Latitude,Venue Longitude,gender,id
2416,Lacey's Bridge Tavern,40.63420544571375,4c7ededb01df370409a5e4ac,-74.14378100045411,American Restaurant,female,334906644
2417,Lacey's Bridge Tavern,40.63420544571375,4c7ededb01df370409a5e4ac,-74.14378100045411,American Restaurant,male,1340080
2418,Burger King,40.65275634343543,4d4df8edea2760fc7833642d,-73.91951590776443,Fast Food Restaurant,female,10238083
2419,Burger King,40.65275634343543,4d4df8edea2760fc7833642d,-73.91951590776443,Fast Food Restaurant,female,31791753
2420,The Luncheonette,40.6118725895533,4ee10f53b6343c6ff78b680d,-73.91302734406545,Burger Joint,male,6143432
2421,The Luncheonette,40.6118725895533,4ee10f53b6343c6ff78b680d,-73.91302734406545,Burger Joint,male,20440513
2422,The Luncheonette,40.6118725895533,4ee10f53b6343c6ff78b680d,-73.91302734406545,Burger Joint,none,2564894
2423,Joseph Dream Burger,40.613602,511198f8e4b0b2cd3314b5d8,-73.912175,Burger Joint,female,22903438
2424,Fillmore's Tavern,40.736551694843456,4c1fde22eac020a1f4bd4bc2,-73.80280137227783,Bar,female,360448644
2425,Fillmore's Tavern,40.736551694843456,4c1fde22eac020a1f4bd4bc2,-73.80280137227783,Bar,male,1269844
2426,Fillmore's Tavern,40.736551694843456,4c1fde22eac020a1f4bd4bc2,-73.80280137227783,Bar,female,24930300
2427,Jackson Hole,40.76751719853113,4a81ed04f964a520fff71fe3,-73.8992667490776,Burger Joint,female,111604162
2428,Jackson Hole,40.76751719853113,4a81ed04f964a520fff71fe3,-73.8992667490776,Burger Joint,none,138148132
2429,Jackson Hole,40.76751719853113,4a81ed04f964a520fff71fe3,-73.8992667490776,Burger Joint,none,201926754
2430,Checkers,40.825791208443896,4d975c77647d8cfa35b4d23d,-73.91901318332289,Burger Joint,male,13885069
2431,Checkers,40.825791208443896,4d975c77647d8cfa35b4d23d,-73.91901318332289,Burger Joint,female,130710013
2432,Checkers,40.825791208443896,4d975c77647d8cfa35b4d23d,-73.91901318332289,Burger Joint,female,10110614
2433,Dallas BBQ,40.84084744692177,4e3f3b5b1838cb1b8309aae1,-73.91287217669229,BBQ Joint,female,465701538
2434,Dallas BBQ,40.84084744692177,4e3f3b5b1838cb1b8309aae1,-73.91287217669229,BBQ Joint,female,32155226
2435,Burger King,40.839654510600774,4c9aaf3c80958cfa105c45d4,-73.91769601719666,Fast Food Restaurant,male,10441253
2436,Burger King,40.839654510600774,4c9aaf3c80958cfa105c45d4,-73.91769601719666,Fast Food Restaurant,female,64753455
2437,P.J. Clarke's,40.75892425944354,3fd66200f964a520fbe71ee3,-73.96847418200814,Burger Joint,male,373259627
2438,P.J. Clarke's,40.75892425944354,3fd66200f964a520fbe71ee3,-73.96847418200814,Burger Joint,male,534288481
2439,P.J. Clarke's,40.75892425944354,3fd66200f964a520fbe71ee3,-73.96847418200814,Burger Joint,male,443561032
2440,Jackson Hole,40.7638694,4afb587bf964a5202b1d22e3,-73.96297290000003,Burger Joint,male,52981571
2441,Jackson Hole,40.7638694,4afb587bf964a5202b1d22e3,-73.96297290000003,Burger Joint,male,11770087
2442,Jackson Hole,40.7638694,4afb587bf964a5202b1d22e3,-73.96297290000003,Burger Joint,female,507842251
2443,Jimbo's,40.756625489372574,4b54b469f964a5200dc827e3,-73.96419952740159,Burger Joint,male,42698377
2444,Jimbo's,40.756625489372574,4b54b469f964a5200dc827e3,-73.96419952740159,Burger Joint,male,1665885
2445,Jimbo's,40.756625489372574,4b54b469f964a5200dc827e3,-73.96419952740159,Burger Joint,male,1016847
2446,Serendipity 3,40.76175815251792,3fd66200f964a52008e81ee3,-73.9650541838212,Dessert Shop,male,1416555
2447,Serendipity 3,40.76175815251792,3fd66200f964a52008e81ee3,-73.9650541838212,Dessert Shop,male,18982150
2448,Serendipity 3,40.76175815251792,3fd66200f964a52008e81ee3,-73.9650541838212,Dessert Shop,female,11742128
2449,Flip Restaurant,40.76242711907496,49e3497af964a5206c621fe3,-73.96816539900028,Burger Joint,female,458270876
2450,Flip Restaurant,40.76242711907496,49e3497af964a5206c621fe3,-73.96816539900028,Burger Joint,male,116050359
2451,Flip Restaurant,40.76242711907496,49e3497af964a5206c621fe3,-73.96816539900028,Burger Joint,male,76664796
2452,Baker Street Pub,40.76210602814336,4a01c708f964a520fd701fe3,-73.96009494848309,Burger Joint,female,6823235
2453,Baker Street Pub,40.76210602814336,4a01c708f964a520fd701fe3,-73.96009494848309,Burger Joint,male,23078423
2454,The Jeffrey Craft Beer & Bites,40.76090722126324,4ff74eeae4b0f08304f382fc,-73.96305772556497,Beer Garden,male,95698267
2455,The Jeffrey Craft Beer & Bites,40.76090722126324,4ff74eeae4b0f08304f382fc,-73.96305772556497,Beer Garden,male,139586680
2456,The Jeffrey Craft Beer & Bites,40.76090722126324,4ff74eeae4b0f08304f382fc,-73.96305772556497,Beer Garden,female,25986876
2457,Wolfgang's Steakhouse,40.758080406494436,4bdee9930d69b713760866d3,-73.96854899886894,Steakhouse,male,401193812
2458,Wolfgang's Steakhouse,40.758080406494436,4bdee9930d69b713760866d3,-73.96854899886894,Steakhouse,male,45040343
2459,Wolfgang's Steakhouse,40.758080406494436,4bdee9930d69b713760866d3,-73.96854899886894,Steakhouse,male,470522004
2460,Blooms Tavern,40.760528867580156,52645c5611d29cd4dea4fe5e,-73.96653234958649,Bar,female,18773574
2461,Blooms Tavern,40.760528867580156,52645c5611d29cd4dea4fe5e,-73.96653234958649,Bar,female,30596207
2462,Blooms Tavern,40.760528867580156,52645c5611d29cd4dea4fe5e,-73.96653234958649,Bar,female,129002536
2463,Draught 55,40.75830687428596,50ad3749e4b0b5a4b0f516f6,-73.96641573828305,Bar,female,61088
2464,Draught 55,40.75830687428596,50ad3749e4b0b5a4b0f516f6,-73.96641573828305,Bar,none,537432503
2465,Draught 55,40.75830687428596,50ad3749e4b0b5a4b0f516f6,-73.96641573828305,Bar,female,4984584
2466,One Lenox,40.76093860472244,5931f5506a8d865b7be11120,-73.96117140149255,Restaurant,male,141081108
2467,One Lenox,40.76093860472244,5931f5506a8d865b7be11120,-73.96117140149255,Restaurant,male,11770087
2468,One Lenox,40.76093860472244,5931f5506a8d865b7be11120,-73.96117140149255,Restaurant,female,460552
2469,McDonald's,40.760838,4f7f4df2754a7bf483d814c8,-73.967323,Fast Food Restaurant,male,257874
2470,McDonald's,40.760838,4f7f4df2754a7bf483d814c8,-73.967323,Fast Food Restaurant,male,357566778
2471,McDonald's,40.760838,4f7f4df2754a7bf483d814c8,-73.967323,Fast Food Restaurant,female,148715595
2472,Ritz Diner,40.76153169274222,4a3d6878f964a5203ca21fe3,-73.96055295536834,Diner,male,59028153
2473,Ritz Diner,40.76153169274222,4a3d6878f964a5203ca21fe3,-73.96055295536834,Diner,female,157661871
2474,Ritz Diner,40.76153169274222,4a3d6878f964a5203ca21fe3,-73.96055295536834,Diner,female,19589796
2475,David Burke at Bloomingdale's,40.76190023889168,539ee61e498e71ce2a68ffa4,-73.96758730645134,Restaurant,female,15882872
2476,David Burke at Bloomingdale's,40.76190023889168,539ee61e498e71ce2a68ffa4,-73.96758730645134,Restaurant,female,2560724
2477,David Burke at Bloomingdale's,40.76190023889168,539ee61e498e71ce2a68ffa4,-73.96758730645134,Restaurant,female,57216616
2478,Burke In The Box,40.762000281338686,4abe8aa6f964a520588e20e3,-73.96785645285983,New American Restaurant,female,16156397
2479,Burke In The Box,40.762000281338686,4abe8aa6f964a520588e20e3,-73.96785645285983,New American Restaurant,male,26404552
2480,Burke In The Box,40.762000281338686,4abe8aa6f964a520588e20e3,-73.96785645285983,New American Restaurant,female,6158076
2481,Atomic Wings,40.76115029244472,4b402638f964a5203eb625e3,-73.96376759033853,Wings Joint,male,3989297
2482,Atomic Wings,40.76115029244472,4b402638f964a5203eb625e3,-73.96376759033853,Wings Joint,female,11946610
2483,Atomic Wings,40.76115029244472,4b402638f964a5203eb625e3,-73.96376759033853,Wings Joint,female,82819351
2484,Subway Inn,40.76117769892571,3fd66200f964a52011e81ee3,-73.96371664490619,Dive Bar,male,44213003
2485,Subway Inn,40.76117769892571,3fd66200f964a52011e81ee3,-73.96371664490619,Dive Bar,male,112146325
2486,Subway Inn,40.76117769892571,3fd66200f964a52011e81ee3,-73.96371664490619,Dive Bar,male,3576840
2487,Bareburger,40.74349645012386,54d2625a498e5d4ffd200303,-73.95363438208204,Burger Joint,female,120955847
2488,Bareburger,40.74349645012386,54d2625a498e5d4ffd200303,-73.95363438208204,Burger Joint,female,53776926
2489,Bareburger,40.74349645012386,54d2625a498e5d4ffd200303,-73.95363438208204,Burger Joint,female,151939486
2490,Corner Bistro,40.744767540065325,4f53bec1e4b0b589397c60a5,-73.95349477344013,Burger Joint,male,3538683
2491,Corner Bistro,40.744767540065325,4f53bec1e4b0b589397c60a5,-73.95349477344013,Burger Joint,male,1541237
2492,Corner Bistro,40.744767540065325,4f53bec1e4b0b589397c60a5,-73.95349477344013,Burger Joint,female,198528713
2493,Woodbines,40.745181026980966,5202c9d57dd2397fbeb4b1e4,-73.9533368815064,American Restaurant,female,63996744
2494,Woodbines,40.745181026980966,5202c9d57dd2397fbeb4b1e4,-73.9533368815064,American Restaurant,male,46797459
2495,Woodbines,40.745181026980966,5202c9d57dd2397fbeb4b1e4,-73.9533368815064,American Restaurant,male,7874505
2496,Alewife Taproom,40.742276453921,4e20589f483b041af1e0fa98,-73.95602979303453,Gastropub,female,80438711
2497,Alewife Taproom,40.742276453921,4e20589f483b041af1e0fa98,-73.95602979303453,Gastropub,male,103708814
2498,Alewife Taproom,40.742276453921,4e20589f483b041af1e0fa98,-73.95602979303453,Gastropub,male,531030434
2499,Petey's Burger,40.745535627413055,4f5e7846e4b01a2cc76d672c,-73.95327650378766,Burger Joint,male,1718190
2500,Petey's Burger,40.745535627413055,4f5e7846e4b01a2cc76d672c,-73.95327650378766,Burger Joint,male,6685
2501,Petey's Burger,40.745535627413055,4f5e7846e4b01a2cc76d672c,-73.95327650378766,Burger Joint,male,7251371
2502,Dominie's Hoek,40.74361231146353,4a5f5afef964a52073bf1fe3,-73.95369056015777,Bar,male,3484561
2503,Dominie's Hoek,40.74361231146353,4a5f5afef964a52073bf1fe3,-73.95369056015777,Bar,female,81834891
2504,Dominie's Hoek,40.74361231146353,4a5f5afef964a52073bf1fe3,-73.95369056015777,Bar,male,208162857
2505,Jackson's Eatery | Bar,40.74245450370551,57f022f6498e95464518501a,-73.95315300029714,American Restaurant,male,27943939
2506,Jackson's Eatery | Bar,40.74245450370551,57f022f6498e95464518501a,-73.95315300029714,American Restaurant,female,323932
2507,Jackson's Eatery | Bar,40.74245450370551,57f022f6498e95464518501a,-73.95315300029714,American Restaurant,female,92775535
2508,Dorian Cafe,40.74275037771962,4b6dbeeff964a520d98b2ce3,-73.95399315877224,Burger Joint,none,518711395
2509,Dorian Cafe,40.74275037771962,4b6dbeeff964a520d98b2ce3,-73.95399315877224,Burger Joint,male,52123126
2510,Dorian Cafe,40.74275037771962,4b6dbeeff964a520d98b2ce3,-73.95399315877224,Burger Joint,male,142554
2511,LIC Bar,40.74690927761232,43e4e9c1f964a520ee2e1fe3,-73.95275949098875,Bar,male,916360
2512,LIC Bar,40.74690927761232,43e4e9c1f964a520ee2e1fe3,-73.95275949098875,Bar,male,1064378
2513,LIC Bar,40.74690927761232,43e4e9c1f964a520ee2e1fe3,-73.95275949098875,Bar,female,103197807
2514,Cafe Henri - LIC,40.742568,4a6a532cf964a5201ecd1fe3,-73.953835,Café,male,31966003
2515,Cafe Henri - LIC,40.742568,4a6a532cf964a5201ecd1fe3,-73.953835,Café,male,63393399
2516,Cafe Henri - LIC,40.742568,4a6a532cf964a5201ecd1fe3,-73.953835,Café,male,39891196
2517,PJ Leahy's,40.74270079396596,44ddaf3cf964a520bd361fe3,-73.95412201339425,Pub,male,15363165
2518,PJ Leahy's,40.74270079396596,44ddaf3cf964a520bd361fe3,-73.95412201339425,Pub,female,121827241
2519,Skinny's Cantina,40.745628811029306,4eb9eeaaf5b9ea8ad7395868,-73.95704496427507,Mexican Restaurant,none,17651581
2520,Skinny's Cantina,40.745628811029306,4eb9eeaaf5b9ea8ad7395868,-73.95704496427507,Mexican Restaurant,female,678962
2521,Skinny's Cantina,40.745628811029306,4eb9eeaaf5b9ea8ad7395868,-73.95704496427507,Mexican Restaurant,male,105646
2522,Gantry Bar & Kitchen,40.74546804136883,56c107dfcd10588a0ff05e92,-73.95331448075147,Gastropub,male,505533881
2523,Gantry Bar & Kitchen,40.74546804136883,56c107dfcd10588a0ff05e92,-73.95331448075147,Gastropub,male,61864584
2524,Gantry Bar & Kitchen,40.74546804136883,56c107dfcd10588a0ff05e92,-73.95331448075147,Gastropub,none,134732237
2525,The Smith,40.75537617759881,4e73cf3a2271ffa4e63183bd,-73.9682432636581,American Restaurant,female,66579491
2526,The Smith,40.75537617759881,4e73cf3a2271ffa4e63183bd,-73.9682432636581,American Restaurant,female,38298347
2527,Bareburger,40.75641778305482,5771aadb498e097399a2a963,-73.96795559862774,Burger Joint,male,71527082
2528,Bareburger,40.75641778305482,5771aadb498e097399a2a963,-73.96795559862774,Burger Joint,female,122000434
2529,Bareburger,40.75641778305482,5771aadb498e097399a2a963,-73.96795559862774,Burger Joint,female,57651842
2530,Smith & Wollensky,40.755248175704864,3fd66200f964a52041eb1ee3,-73.97117774711771,Steakhouse,none,369315781
2531,Smith & Wollensky,40.755248175704864,3fd66200f964a52041eb1ee3,-73.97117774711771,Steakhouse,male,11833699
2532,Dag's Patio Cafe,40.75220046948503,51f161e2498ea191a1ad1b44,-73.96819788811214,Burger Joint,female,137180205
2533,Dag's Patio Cafe,40.75220046948503,51f161e2498ea191a1ad1b44,-73.96819788811214,Burger Joint,male,22342848
2534,Dag's Patio Cafe,40.75220046948503,51f161e2498ea191a1ad1b44,-73.96819788811214,Burger Joint,male,124958189
2535,The Horny Ram,40.75524794423058,58d45288ecb67e3da5ad4d39,-73.9684117969605,Bar,female,383691628
2536,The Horny Ram,40.75524794423058,58d45288ecb67e3da5ad4d39,-73.9684117969605,Bar,male,18312159
2537,The Horny Ram,40.75524794423058,58d45288ecb67e3da5ad4d39,-73.9684117969605,Bar,male,27443383
2538,The Palm Too,40.751621958714594,4b61c759f964a5203a222ae3,-73.9708637512002,Steakhouse,male,4724114
2539,The Palm Too,40.751621958714594,4b61c759f964a5203a222ae3,-73.9708637512002,Steakhouse,male,61864584
2540,The Palm Too,40.751621958714594,4b61c759f964a5203a222ae3,-73.9708637512002,Steakhouse,female,54132537
2541,Morning Star Cafe,40.755187161516645,460f5ae4f964a5201e451fe3,-73.96837933842937,Burger Joint,male,16890267
2542,Morning Star Cafe,40.755187161516645,460f5ae4f964a5201e451fe3,-73.96837933842937,Burger Joint,female,199263335
2543,Morning Star Cafe,40.755187161516645,460f5ae4f964a5201e451fe3,-73.96837933842937,Burger Joint,female,383799499
2544,Parnell's Pub,40.755735058579866,4ac682f7f964a520c0b420e3,-73.96495544848952,Gastropub,male,135684580
2545,Parnell's Pub,40.755735058579866,4ac682f7f964a520c0b420e3,-73.96495544848952,Gastropub,female,427248514
2546,Parnell's Pub,40.755735058579866,4ac682f7f964a520c0b420e3,-73.96495544848952,Gastropub,female,39577123
2547,The Stag's Head,40.75559902055589,4a35a5f5f964a520439d1fe3,-73.96828279795706,Pub,male,139586680
2548,The Stag's Head,40.75559902055589,4a35a5f5f964a520439d1fe3,-73.96828279795706,Pub,female,83085063
2549,Clinton Hall,40.75595149234314,5a9729bac365882f95dc2fa4,-73.96904728959471,Bar,male,1775986
2550,Clinton Hall,40.75595149234314,5a9729bac365882f95dc2fa4,-73.96904728959471,Bar,male,71527082
2551,Wendy's,40.752586767696926,5214ea2311d228d8f8534550,-73.97338271141051,Burger Joint,male,5217388
2552,Wendy's,40.752586767696926,5214ea2311d228d8f8534550,-73.97338271141051,Burger Joint,male,530944766
2553,Wendy's,40.752586767696926,5214ea2311d228d8f8534550,-73.97338271141051,Burger Joint,female,451255019
2554,Tudor Cafe,40.74835986902391,50ca02be245f2d4aa8c2acf5,-73.9709711769136,Deli / Bodega,male,112878
2555,Tudor Cafe,40.74835986902391,50ca02be245f2d4aa8c2acf5,-73.9709711769136,Deli / Bodega,female,67852490
2556,Tudor Cafe,40.74835986902391,50ca02be245f2d4aa8c2acf5,-73.9709711769136,Deli / Bodega,female,29813769
2557,Le Pain Quotidien,40.7547303544956,4ac4e01ff964a520579f20e3,-73.96889001131058,Café,male,7635414
2558,Le Pain Quotidien,40.7547303544956,4ac4e01ff964a520579f20e3,-73.96889001131058,Café,male,18312159
2559,Le Pain Quotidien,40.7547303544956,4ac4e01ff964a520579f20e3,-73.96889001131058,Café,male,52981571
2560,Overlook,40.751489477677524,41609280f964a5205d1d1fe3,-73.97248142075412,Bar,female,17546172
2561,Overlook,40.751489477677524,41609280f964a5205d1d1fe3,-73.97248142075412,Bar,male,408393
2562,Overlook,40.751489477677524,41609280f964a5205d1d1fe3,-73.97248142075412,Bar,male,1363868
2563,Little Clarke's,40.75424643952293,52437c2d11d27f0bc6b58d5e,-73.97165343839498,Burger Joint,female,73263932
2564,Little Clarke's,40.75424643952293,52437c2d11d27f0bc6b58d5e,-73.97165343839498,Burger Joint,female,20693569
2565,Little Clarke's,40.75424643952293,52437c2d11d27f0bc6b58d5e,-73.97165343839498,Burger Joint,male,15893378
2566,The Perfect Pint,40.7526659,4a859ca3f964a520a5fe1fe3,-73.9726551,Pub,male,67563655
2567,The Perfect Pint,40.7526659,4a859ca3f964a520a5fe1fe3,-73.9726551,Pub,male,360105397
2568,"Atwood, Kitchen & Bar",40.756250414789,5448151a498e9539fd673519,-73.96757840465504,American Restaurant,male,4815097
2569,"Atwood, Kitchen & Bar",40.756250414789,5448151a498e9539fd673519,-73.96757840465504,American Restaurant,female,23978491
2570,McFadden's Saloon,40.74991806923028,42644a00f964a52029211fe3,-73.9721590323791,Bar,male,7148982
2571,McFadden's Saloon,40.74991806923028,42644a00f964a52029211fe3,-73.9721590323791,Bar,female,10794827
2572,McFadden's Saloon,40.74991806923028,42644a00f964a52029211fe3,-73.9721590323791,Bar,male,12148579
2573,The Press Box,40.754585603720116,4259be00f964a520e7201fe3,-73.96874636747559,Gastropub,male,378576637
2574,The Press Box,40.754585603720116,4259be00f964a520e7201fe3,-73.96874636747559,Gastropub,male,22732820
2575,The Press Box,40.754585603720116,4259be00f964a520e7201fe3,-73.96874636747559,Gastropub,male,641243
2576,Cornerstone Tavern,40.75559017416378,4a79f20cf964a52013e81fe3,-73.96817766002566,Sports Bar,male,764171
2577,Cornerstone Tavern,40.75559017416378,4a79f20cf964a52013e81fe3,-73.96817766002566,Sports Bar,male,1587350
2578,Cornerstone Tavern,40.75559017416378,4a79f20cf964a52013e81fe3,-73.96817766002566,Sports Bar,male,66052834
2579,Turtle Bay NYC,40.75631130263042,3fd66200f964a52001e81ee3,-73.96763256286953,Bar,male,148583460
2580,Turtle Bay NYC,40.75631130263042,3fd66200f964a52001e81ee3,-73.96763256286953,Bar,female,62612464
2581,Turtle Bay NYC,40.75631130263042,3fd66200f964a52001e81ee3,-73.96763256286953,Bar,female,91748177
2582,Townhouse Cafe,40.746957,4abfa568f964a5206e9120e3,-73.97415500000002,Diner,male,61912580
2583,Townhouse Cafe,40.746957,4abfa568f964a5206e9120e3,-73.97415500000002,Diner,female,103197807
2584,Townhouse Cafe,40.746957,4abfa568f964a5206e9120e3,-73.97415500000002,Diner,male,1436021
2585,Sarge's Delicatessen & Diner,40.747263578939645,4aba732af964a5205c8120e3,-73.97705848354722,Jewish Restaurant,male,95763437
2586,Sarge's Delicatessen & Diner,40.747263578939645,4aba732af964a5205c8120e3,-73.97705848354722,Jewish Restaurant,male,520700429
2587,Sarge's Delicatessen & Diner,40.747263578939645,4aba732af964a5205c8120e3,-73.97705848354722,Jewish Restaurant,female,409452259
2588,Zengo New York,40.749667666723596,4bb7d3f77421a593c120c140,-73.97563568364514,Latin American Restaurant,male,509574
2589,Zengo New York,40.749667666723596,4bb7d3f77421a593c120c140,-73.97563568364514,Latin American Restaurant,male,407222364
