,Rating,Venue ID
193,9.3,570139a9498e16178005c729
194,8.9,47de3aebf964a5203a4e1fe3
195,8.0,4d06ef317d9ba35d4ad37223
196,9.3,4be5bbe8d4f7c9b6b9d52520
197,8.4,570c6629498e7ab0b8796332
198,8.9,448acb74f964a52048341fe3
199,8.5,4d1829fae190721e1b3f2021
200,7.0,5aea243ec0af57002c200d68
201,7.3,4262f880f964a52025211fe3
202,7.7,4581734ff964a520653f1fe3
203,8.6,44ce1e0df964a52017361fe3
204,8.3,429ba900f964a5209d241fe3
205,9.3,4e4ea8b5aeb70f12849528ed
206,8.4,5533caee498e93216b39b818
207,7.6,4197f180f964a520151e1fe3
208,7.1,5ba66139d41bb7002ce5e989
209,7.7,4aa6ccdaf964a520064b20e3
210,7.9,4d2a0ca1888af04d176bd4af
211,7.5,526b2d8e498ebc6b00a1c587
212,8.2,512997d7e4b0b35362953cb1
213,7.2,5b5ca4a1f870fd002cafcea7
214,8.3,5081cf66e4b0b8e84399ecdf
215,8.4,4bd3644da8b3a593abe3695f
216,6.5,4ba3fa59f964a520c27338e3
217,8.3,51068fb7183f01adb53c3586
218,8.2,528d3763498e3be0efe0d555
219,8.6,583e5099b21014593fb544b0
220,8.7,4fea4f60e4b020f59d4b35ab
221,8.3,572bcbaa498e16431ad34a61
222,8.3,4f407084e4b020398c9e53b8
223,7.1,4faf2a31e4b09cca61d58138
224,7.6,4e1b8c38d22de289c0babefd
225,8.9,4fd38a04e4b065401a9aaf88
226,6.4,54fb2a13498e37b1c97bed2f
227,8.8,53b042cf498e396ed84d1344
228,6.5,4a8feac7f964a520a51520e3
229,8.6,53a4688f498e92f6ece47c9f
230,8.7,4e77e40118387f865961f673
231,7.3,4d2d39b469f42d439d16ad8a
232,5.5,4b074d16f964a52092fb22e3
233,6.4,51e07e05498e1db52d319291
234,4.6,4b6a1bf6f964a52033c82be3
235,7.5,5814dc8ed67ca5038583da78
236,7.6,53a108d6498efe2b536a8dc3
237,6.3,4bb78b10314e9521f346479d
238,8.0,4be88652947820a1e802b5db
239,8.1,4c33cd1d16adc928e942c49c
240,7.5,56218101498e22966bef8816
241,8.1,4da8ee246e81162ae7b15710
242,7.6,4e4cd4e7bd413c4cc66c843d
243,8.5,46e26948f964a520a24a1fe3
244,6.6,4b26afdaf964a520847f24e3
245,5.9,52463a94498eeb73e959e43b
246,5.7,540a5685498e696147312201
247,7.3,3fd66200f964a52067e81ee3
248,8.6,41b24f80f964a520661e1fe3
249,7.0,4c224b61fbe5c9b6eaa79921
250,4.9,4ae376f2f964a520719521e3
251,9.1,541c683e498ef421d4e16eb3
252,7.0,4ba2273ff964a520a4df37e3
253,5.0,4be3987d21d5a59341b31911
254,8.3,4b80fc8df964a520489430e3
255,7.0,57c4f232498ecd018a7671e4
256,6.9,4ae74368f964a520dda921e3
257,6.1,4b9ad23ef964a52006d935e3
258,8.6,4ad90e1df964a520981721e3
259,5.4,4b5f535af964a52024b429e3
260,7.6,4bed875a91380f478508a018
261,7.3,4db60dd04df05e5aaaff8c23
262,7.1,3fd66200f964a5204dea1ee3
263,8.1,4a63938af964a5205ac51fe3
264,6.6,4a18b5e7f964a520e0791fe3
265,6.4,4be1a99fa145c928f61d4e80
266,6.0,4a8b12c1f964a5205f0b20e3
267,6.7,4b282b9af964a520309024e3
268,5.7,4b212aaaf964a520993724e3
269,6.1,4abf9767f964a520399120e3
270,6.4,3fd66200f964a52073e81ee3
271,7.6,51f194b7498e5ea7b6458f78
272,8.1,4b0dd1d9f964a520b65023e3
273,8.0,5202340b498e2a22f0d56432
274,8.7,467ffefcf964a52019481fe3
275,9.1,52bfac81498eeba382012f35
276,7.7,5734fe3f498ed7cf0dd66fef
277,7.1,45fbbe93f964a52061441fe3
278,7.1,3fd66200f964a520dbe81ee3
279,7.6,4a3d4791f964a5200ea21fe3
280,7.6,52f287cc11d26849c4522392
281,6.3,3fd66200f964a5206fe81ee3
282,6.6,4aaaf5cdf964a520475820e3
283,6.1,5816825738fa002769098f5d
284,6.3,5343e85d498ee3a87c5ca1fe
285,6.9,50e9f18de4b0924935787cab
286,8.7,3fd66200f964a52044ea1ee3
287,7.8,54f03650498ee77ce407e052
288,8.2,4f36cf39e4b0fc67a89276f5
289,7.1,55f0d205498eb7dd602e122f
290,7.0,4ab2e033f964a520c56c20e3
291,7.4,3fd66200f964a520dbe71ee3
292,7.0,49d012ecf964a520fc5a1fe3
293,8.4,4f95cf8bd5fb282730b426c5
294,7.0,4ae230f8f964a5209f8b21e3
295,6.7,4dd927101f6ee146834c5e6a
296,6.8,40f47780f964a520990a1fe3
297,6.5,4b5c5b25f964a520362c29e3
298,6.3,4ad2b59ff964a52088e220e3
299,8.0,59bee8dee2d4aa3d685c37a9
300,8.1,4e6ab03588772457c493153b
301,8.1,44281118f964a520ba311fe3
302,7.0,4b67772af964a520ae502be3
303,8.2,3fd66200f964a5200ce91ee3
304,8.1,5349cafa11d2adce986d476d
305,7.8,3fd66200f964a5203fea1ee3
306,7.0,4a541923f964a52008b31fe3
307,7.9,51e773a850190e36800d5ccd
308,8.1,3fd66200f964a52068e91ee3
309,8.6,4a6c86acf964a520b7d01fe3
310,8.7,581e56f30d63b178d22a0cc6
311,7.7,4394c89bf964a520842b1fe3
312,7.6,49ccef74f964a5209f591fe3
313,6.8,4bf4254d706e20a1ebfda898
314,6.4,59fe6daba92d9866eb4cdfc4
315,6.9,40fc6080f964a520250b1fe3
316,7.5,3fd66200f964a52044e81ee3
317,7.5,49f13760f964a5209e691fe3
318,7.8,3fd66200f964a5203be81ee3
319,6.0,3fd66200f964a52064e91ee3
320,6.1,52001d38498ebd3217fbe9de
321,6.7,4acc9630f964a52005c920e3
322,6.8,4df0ceebd22d4336871907df
323,6.5,4aa28cd7f964a520e04120e3
324,5.3,4e1c78a06284ae9cf27b9100
325,6.8,3fd66200f964a52042e81ee3
326,7.8,4ab2a782f964a520c86b20e3
327,8.6,5078c4f1e4b0dad821e1f6bd
328,7.1,4bf82d4e4a67c928beef24cf
329,6.6,4b2ef4dbf964a520b5e824e3
330,6.4,4b01b98df964a520e04422e3
331,8.5,49d8c05df964a520c95d1fe3
332,8.5,54ddf9a1498e766ab85781f4
333,7.4,525d964a11d2be5d7eb1192c
334,7.9,461f8cc8f964a5207e451fe3
335,7.9,4665447af964a5207f471fe3
336,7.9,43d9af53f964a520702e1fe3
337,6.5,50e1f055e4b0c48b6c1bc5c3
338,6.7,4cfed101d088236a3f1a1226
339,6.6,5328895b498e4be8392022b3
340,6.6,423e0e80f964a52049201fe3
341,6.6,4d5c7eb11ef2f04de5bef5cd
342,6.5,4ade7510f964a520fc7521e3
343,7.8,4c4e37dcea24c9b6aa5f4915
344,8.5,51ca35d4498e950b67e87df8
345,8.3,4c20ecac4889a59372262720
346,8.1,4ce6d20af08f8eece5b40130
347,7.8,4eb2ec5077c846fcfeb2d366
348,7.8,4d5eb4429f67f04d1bcf63fb
349,8.1,596ea52ec9a51775f8ac079d
350,8.9,59af2bde65cdf82b4a51f617
351,8.2,51a687ba498ea278646fb5c3
352,7.7,4a43b04ff964a520afa61fe3
353,8.5,56facbbd498e99adeb533117
354,8.6,428a8580f964a52083231fe3
355,7.0,4b0dc59af964a520cd4f23e3
356,8.6,5ab5be3ad3cce81a8231ceb3
357,7.8,3fd66200f964a5206aea1ee3
358,8.2,4efe5a33d3e364d5fb05e280
359,6.6,49dceeecf964a520c05f1fe3
360,7.5,4accaf20f964a52033c920e3
361,7.5,3fd66200f964a52059ea1ee3
362,7.1,3fd66200f964a5207de91ee3
363,7.9,52a95a8111d2ab3dfe7d35ee
364,7.8,47676e3bf964a520f14c1fe3
365,6.9,4c33a86a66e40f47d85cc88b
366,7.3,4a6a25c0f964a520b7cc1fe3
367,7.4,4bb637dcef159c74d09975f7
368,6.2,5702afe6498ec2255b8c13f9
369,6.7,4a6baea8f964a52096cf1fe3
370,7.4,4fd757bd003937c44976c991
371,6.5,4accda9cf964a520c5c920e3
372,7.3,4b12f781f964a520ca9123e3
373,6.7,4ad103f8f964a520f4db20e3
374,6.3,4f0f0e55e4b06ab9f9cb7036
375,7.9,3fd66200f964a5201dea1ee3
376,6.3,4ac5468cf964a52052b120e3
377,6.8,56ec7def38fa89316c537d66
378,7.2,49cd8f90f964a520ff591fe3
379,6.6,3fd66200f964a52070e71ee3
380,6.8,3fd66200f964a5207ee31ee3
381,5.6,4ba2265af964a5205adf37e3
382,6.0,41a12c00f964a520351e1fe3
383,6.9,45c84eb8f964a5206b421fe3
384,8.5,584de2cfd439075d554e4a98
385,6.7,4b89b4a2f964a520844c32e3
386,6.8,4e8cd404775bde318a4d6454
387,6.1,4ae9bca7f964a520f9b521e3
388,6.3,4b036126f964a520114f22e3
389,6.7,4a1df969f964a520b37b1fe3
390,5.9,4b622088f964a52043372ae3
391,7.6,441e57d6f964a52077311fe3
392,6.0,4ca51fe897c8a1cdad3a64a5
393,7.1,52b706df498ea21d44b8c711
394,5.7,4b0dde40f964a520b15123e3
395,6.1,4c75c2908d70b713d5dcdaad
396,5.3,522763e711d23404c2e38bea
397,5.1,4a957708f964a5204f2320e3
398,9.0,5460fb3b498e94400cc7fd29
399,8.1,4d757b46e40aa09373dd0be2
400,7.4,3fd66200f964a52045ea1ee3
401,6.8,4a89f883f964a5208f0920e3
402,7.6,4ce9ac41e888f04db250496b
403,7.6,586c34c965e7c738e8d105b4
404,8.7,56c72cbccd1086304ddcfbdb
405,8.5,49e79ffdf964a520e3641fe3
406,8.7,4b19bf81f964a52050e323e3
407,8.9,4f9ab1dbd4f2465542bc6750
408,8.3,5692c1e4498e4b7de60e23e0
409,7.8,4a62028cf964a520d2c21fe3
410,6.1,4aa1a6a8f964a520654120e3
411,5.6,53275ea2498e46e4f36109fd
412,6.6,428bd700f964a520a5231fe3
413,8.3,3fd66200f964a52074e71ee3
414,6.0,54cacbff498ec48ec86807f1
415,8.1,543c10ac498ec64de56f7ecc
416,6.9,3fd66200f964a52065e71ee3
417,5.9,3fd66200f964a52046e71ee3
418,5.8,4a6a09fcf964a52072cc1fe3
419,5.7,4709d045f964a520694b1fe3
420,6.8,49d7dbf5f964a5206c5d1fe3
421,5.9,48821a51f964a52033511fe3
422,8.8,4edae02c9911a3e78dd03897
